"","X","SurveyID","SiteID","SurveyDate","SurveyStartTime","WindScale","SkyCode","Rain","Temp","RH","LightConditions","RANOKA","RANOKA_Index","RANOKA_Count","RANCLA_Index","RANCLA","Year","time","date","Species","survdate"
"500",2849,5813,226,"6/5/2013","20:56",0,1,0,26,69,0,1,1,2,2,1,2013,-1.84,0.04,"Both","6/5/2021"
"501",2850,5814,525,"6/5/2013","21:20",0,1,0,24,85,0,1,3,3,2,1,2013,-1.6,0.04,"Both","6/5/2021"
"502",2851,5815,12,"6/5/2013","21:32",0,1,0,25,77,0,0,0,0,1,1,2013,-1.48,0.04,"BronzeFrog","6/5/2021"
"503",2852,5816,400,"6/5/2013","21:40",0,1,0,25,88,0,0,0,0,1,1,2013,-1.4,0.04,"BronzeFrog","6/5/2021"
"504",2853,5817,26,"6/5/2013","21:50",0,1,0,24,89,0,1,2,1,3,1,2013,-1.3,0.04,"Both","6/5/2021"
"505",2854,5820,488,"6/5/2013","22:17",0,1,0,24,91,0,0,0,0,0,0,2013,-1.03,0.04,"Neither","6/5/2021"
"506",2855,5822,170,"6/5/2013","20:06",1,1,0,27,66,0,0,0,0,1,1,2013,-2.34,0.04,"BronzeFrog","6/5/2021"
"507",2856,5823,169,"6/5/2013","20:15",0,1,0,25,81,0,1,1,1,0,0,2013,-2.25,0.04,"BogFrog","6/5/2021"
"508",2857,5825,13,"6/5/2013","20:37",0,2,0,25,85,0,1,1,1,2,1,2013,-2.03,0.04,"Both","6/5/2021"
"509",2858,5827,92,"6/5/2013","20:59",0,2,0,25,95,0,0,0,0,0,0,2013,-1.81,0.04,"Neither","6/5/2021"
"510",2859,5828,89,"6/5/2013","21:09",0,2,0,24,91,0,0,0,0,0,0,2013,-1.71,0.04,"Neither","6/5/2021"
"511",2860,5829,214,"6/5/2013","21:21",0,1,0,24,93,0,0,0,0,0,0,2013,-1.59,0.04,"Neither","6/5/2021"
"512",2861,5831,90,"6/5/2013","21:44",1,1,0,25,77,0,0,0,0,1,1,2013,-1.36,0.04,"BronzeFrog","6/5/2021"
"513",2862,5832,212,"6/5/2013","22:09",0,2,0,24,87,0,1,2,3,1,1,2013,-1.11,0.04,"Both","6/5/2021"
"514",2863,5833,211,"6/5/2013","22:18",0,2,0,24,94,0,1,1,2,1,1,2013,-1.02,0.04,"Both","6/5/2021"
"515",2864,5834,20,"6/5/2013","22:34",0,2,0,25,91,0,1,2,4,0,0,2013,-0.86,0.04,"BogFrog","6/5/2021"
"516",2865,5835,482,"6/5/2013","22:46",0,2,0,24,95,0,0,0,0,3,1,2013,-0.74,0.04,"BronzeFrog","6/5/2021"
"517",2866,5836,86,"6/5/2013","23:00",0,2,0,25,87,0,1,2,5,2,1,2013,-0.6,0.04,"Both","6/5/2021"
"518",2867,5837,15,"6/5/2013","22:34",0,1,0,25,90,0,1,1,1,3,1,2013,-0.86,0.04,"Both","6/5/2021"
"519",2868,5838,164,"6/5/2013","22:42",0,2,0,25,90,0,0,0,0,1,1,2013,-0.78,0.04,"BronzeFrog","6/5/2021"
"520",2869,5839,49,"6/5/2013","22:48",0,2,0,25,91,0,0,0,0,1,1,2013,-0.72,0.04,"BronzeFrog","6/5/2021"
"521",2870,5840,165,"6/5/2013","22:54",0,1,0,25,79,0,0,0,0,0,0,2013,-0.66,0.04,"Neither","6/5/2021"
"522",2871,5842,167,"6/5/2013","23:12",0,1,0,26,70,0,0,0,0,0,0,2013,-0.48,0.04,"Neither","6/5/2021"
"523",2872,5843,187,"6/5/2013","23:18",0,1,0,26,68,0,0,0,0,0,0,2013,-0.42,0.04,"Neither","6/5/2021"
"524",2873,5845,19,"6/5/2013","23:44",0,2,0,23,92,0,0,0,0,1,1,2013,-0.16,0.04,"BronzeFrog","6/5/2021"
"525",464,2378,3,"6/6/2007","20:49",1,1,0,27,58,1,0,0,0,0,1,2007,-1.91,0.05,"BronzeFrog","6/6/2021"
"526",465,2382,5,"6/6/2007","21:35",1,1,0,27,61,1,0,0,0,0,1,2007,-1.45,0.05,"BronzeFrog","6/6/2021"
"527",466,2383,3,"6/6/2007","21:48",1,1,0,27,61,1,0,0,0,0,1,2007,-1.32,0.05,"BronzeFrog","6/6/2021"
"528",467,2387,2,"6/6/2007","23:17",1,1,0,25,68,1,1,0,2,0,0,2007,-0.43,0.05,"BogFrog","6/6/2021"
"529",468,2388,16,"6/6/2007","23:26",1,1,0,27,63,1,0,0,0,0,1,2007,-0.34,0.05,"BronzeFrog","6/6/2021"
"530",469,2390,298,"6/6/2007","23:50",1,1,0,27,63,1,0,0,0,0,1,2007,-0.1,0.05,"BronzeFrog","6/6/2021"
"531",692,3250,32,"6/6/2008","0:14",0,0,0,23,84,0,0,0,0,0,1,2008,0.14,0.05,"BronzeFrog","6/6/2021"
"532",693,3251,298,"6/6/2008","0:23",0,0,0,22,81,0,0,0,0,0,1,2008,0.23,0.05,"BronzeFrog","6/6/2021"
"533",694,3255,34,"6/6/2008","0:55",0,0,0,23,80,0,0,0,0,0,1,2008,0.55,0.05,"BronzeFrog","6/6/2021"
"534",695,3258,176,"6/6/2008","1:45",0,0,0,23,70,0,0,0,0,0,1,2008,1.05,0.05,"BronzeFrog","6/6/2021"
"535",696,3259,177,"6/6/2008","1:55",0,0,0,21,86,0,0,0,0,0,1,2008,1.15,0.05,"BronzeFrog","6/6/2021"
"536",842,3980,244,"6/6/2009","0:05",1,0,0,18,79,3,1,1,5,2,1,2009,0.05,0.05,"Both","6/6/2021"
"537",843,3982,31,"6/6/2009","0:45",1,0,0,19,71,3,0,0,0,2,1,2009,0.45,0.05,"BronzeFrog","6/6/2021"
"538",844,3984,250,"6/6/2009","1:04",1,0,0,17,80,3,0,0,0,2,1,2009,0.64,0.05,"BronzeFrog","6/6/2021"
"539",845,3986,192,"6/6/2009","20:34",2,0,0,23,70,3,0,0,0,2,1,2009,-2.06,0.05,"BronzeFrog","6/6/2021"
"540",846,3990,497,"6/6/2009","21:41",1,0,0,20,73,3,1,1,3,0,0,2009,-1.39,0.05,"BogFrog","6/6/2021"
"541",847,3991,17,"6/6/2009","22:09",1,0,0,20,80,3,1,1,5,2,1,2009,-1.11,0.05,"Both","6/6/2021"
"542",848,3992,51,"6/6/2009","22:19",1,0,0,20,78,3,1,1,5,0,0,2009,-1.01,0.05,"BogFrog","6/6/2021"
"543",849,3993,18,"6/6/2009","22:30",1,0,0,19,76,3,0,0,0,0,0,2009,-0.9,0.05,"Neither","6/6/2021"
"544",850,3995,489,"6/6/2009","22:55",2,0,0,22,72,3,0,0,0,0,0,2009,-0.65,0.05,"Neither","6/6/2021"
"545",851,3997,483,"6/6/2009","23:24",1,0,0,21,81,3,1,1,5,1,1,2009,-0.36,0.05,"Both","6/6/2021"
"546",852,3998,23,"6/6/2009","23:35",1,0,0,23,67,4,1,2,5,2,1,2009,-0.25,0.05,"Both","6/6/2021"
"547",1074,4434,20,"6/6/2010","0:10",1,1,0,22,76,1,1,2,5,1,1,2010,0.1,0.05,"Both","6/6/2021"
"548",1075,4435,482,"6/6/2010","0:30",1,1,0,22,85,1,1,2,5,2,1,2010,0.3,0.05,"Both","6/6/2021"
"549",1076,4436,86,"6/6/2010","0:57",1,1,0,22,85,1,1,2,5,2,1,2010,0.57,0.05,"Both","6/6/2021"
"550",1077,4437,125,"6/6/2010","1:55",1,1,1,22,77,1,1,2,5,2,1,2010,1.15,0.05,"Both","6/6/2021"
"551",1078,4438,226,"6/6/2010","20:17",1,1,0,27,67,3,0,0,0,1,1,2010,-2.23,0.05,"BronzeFrog","6/6/2021"
"552",1079,4439,14,"6/6/2010","1:09",1,1,0,23,84,1,1,2,5,2,1,2010,0.69,0.05,"Both","6/6/2021"
"553",1080,4440,168,"6/6/2010","1:19",1,1,0,22,78,1,0,0,0,1,1,2010,0.79,0.05,"BronzeFrog","6/6/2021"
"554",1081,4441,27,"6/6/2010","1:36",1,1,0,22,77,1,0,0,0,2,1,2010,0.96,0.05,"BronzeFrog","6/6/2021"
"555",1082,4442,400,"6/6/2010","20:29",2,1,0,27,65,2,0,0,0,0,0,2010,-2.11,0.05,"Neither","6/6/2021"
"556",1083,4443,525,"6/6/2010","20:38",1,1,0,28,63,2,1,1,5,1,1,2010,-2.02,0.05,"Both","6/6/2021"
"557",1084,4444,526,"6/6/2010","20:46",1,1,0,28,62,1,1,2,5,0,0,2010,-1.94,0.05,"BogFrog","6/6/2021"
"558",1085,4445,12,"6/6/2010","20:57",1,1,0,29,66,1,1,2,5,2,1,2010,-1.83,0.05,"Both","6/6/2021"
"559",1086,4446,26,"6/6/2010","21:09",2,1,0,27,69,1,1,1,5,1,1,2010,-1.71,0.05,"Both","6/6/2021"
"560",1087,4449,488,"6/6/2010","21:43",1,1,0,27,70,1,0,0,0,1,1,2010,-1.37,0.05,"BronzeFrog","6/6/2021"
"561",1088,4451,15,"6/6/2010","22:01",1,1,0,26,72,1,1,1,2,1,1,2010,-1.19,0.05,"Both","6/6/2021"
"562",1089,4452,164,"6/6/2010","22:09",1,1,0,26,75,1,0,0,0,0,0,2010,-1.11,0.05,"Neither","6/6/2021"
"563",1090,4453,49,"6/6/2010","22:16",1,1,0,26,74,1,0,0,0,1,1,2010,-1.04,0.05,"BronzeFrog","6/6/2021"
"564",1091,4454,165,"6/6/2010","22:24",1,1,0,26,76,1,0,0,0,0,0,2010,-0.96,0.05,"Neither","6/6/2021"
"565",1092,4456,167,"6/6/2010","22:36",1,1,0,27,76,1,0,0,0,0,0,2010,-0.84,0.05,"Neither","6/6/2021"
"566",1093,4457,187,"6/6/2010","22:43",1,1,0,27,77,1,0,0,0,0,0,2010,-0.77,0.05,"Neither","6/6/2021"
"567",1255,7152,473,"6/6/2016","0:00",0,0,0,26,87,0,0,0,0,1,1,2016,0,0.05,"BronzeFrog","6/6/2021"
"568",1263,7163,250,"6/6/2016","20:54",0,0,0,26,87,0,0,0,0,1,1,2016,-1.86,0.05,"BronzeFrog","6/6/2021"
"569",1264,7165,31,"6/6/2016","21:21",0,0,0,26,87,0,0,0,0,2,1,2016,-1.59,0.05,"BronzeFrog","6/6/2021"
"570",1265,7167,244,"6/6/2016","21:54",0,0,0,25,87,0,0,0,0,2,1,2016,-1.26,0.05,"BronzeFrog","6/6/2021"
"571",1266,7168,160,"6/6/2016","22:09",0,0,0,25,87,0,0,0,0,2,1,2016,-1.11,0.05,"BronzeFrog","6/6/2021"
"572",1267,7169,29,"6/6/2016","22:27",0,0,0,25,87,0,0,0,0,3,1,2016,-0.93,0.05,"BronzeFrog","6/6/2021"
"573",1268,7170,28,"6/6/2016","22:34",0,0,0,25,87,0,1,2,5,1,1,2016,-0.86,0.05,"Both","6/6/2021"
"574",1269,7171,162,"6/6/2016","22:45",0,0,0,25,87,0,0,0,0,2,1,2016,-0.75,0.05,"BronzeFrog","6/6/2021"
"575",1270,7172,161,"6/6/2016","23:10",0,0,0,25,87,0,0,0,0,2,1,2016,-0.5,0.05,"BronzeFrog","6/6/2021"
"576",1271,7173,246,"6/6/2016","23:31",0,0,0,24,91,0,0,0,0,1,1,2016,-0.29,0.05,"BronzeFrog","6/6/2021"
"577",1272,7174,7,"6/6/2016","22:39",0,0,0,24,91,0,1,1,1,1,1,2016,-0.81,0.05,"Both","6/6/2021"
"578",1273,7175,247,"6/6/2016","23:53",0,0,0,26,95,0,1,1,2,3,1,2016,-0.07,0.05,"Both","6/6/2021"
"579",1491,6255,20,"6/6/2014","0:36",0,0,0,22,88,1,1,3,5,3,1,2014,0.36,0.05,"Both","6/6/2021"
"580",1492,6256,211,"6/6/2014","0:55",0,0,0,22,88,1,1,3,5,3,1,2014,0.55,0.05,"Both","6/6/2021"
"581",1493,6257,212,"6/6/2014","0:53",0,0,0,22,88,1,1,2,2,3,1,2014,0.53,0.05,"Both","6/6/2021"
"582",1879,4912,170,"6/6/2011","0:55",0,0,0,23,90,1,0,0,0,3,1,2011,0.55,0.05,"BronzeFrog","6/6/2021"
"583",2752,4878,29,"6/6/2011","20:17",0,0,0,26,86,1,1,2,2,3,1,2011,-2.23,0.05,"Both","6/6/2021"
"584",2753,4879,246,"6/6/2011","20:31",0,0,0,24,79,1,1,2,2,1,1,2011,-2.09,0.05,"Both","6/6/2021"
"585",2754,4880,7,"6/6/2011","20:38",0,0,0,25,81,1,1,3,5,3,1,2011,-2.02,0.05,"Both","6/6/2021"
"586",2755,4881,247,"6/6/2011","20:48",0,0,0,26,83,1,1,1,2,2,1,2011,-1.92,0.05,"Both","6/6/2021"
"587",2756,4883,245,"6/6/2011","21:37",0,0,0,25,79,1,0,0,0,0,0,2011,-1.43,0.05,"Neither","6/6/2021"
"588",2757,4884,28,"6/6/2011","21:55",0,0,0,25,79,1,1,3,5,1,1,2011,-1.25,0.05,"Both","6/6/2021"
"589",2758,4885,162,"6/6/2011","22:06",0,0,0,25,83,1,0,0,0,3,1,2011,-1.14,0.05,"BronzeFrog","6/6/2021"
"590",2759,4886,161,"6/6/2011","22:35",0,0,0,27,73,1,0,0,0,3,1,2011,-0.85,0.05,"BronzeFrog","6/6/2021"
"591",2760,4887,244,"6/6/2011","23:20",0,0,0,26,73,1,0,0,0,3,1,2011,-0.4,0.05,"BronzeFrog","6/6/2021"
"592",2761,4888,160,"6/6/2011","23:39",0,0,0,27,77,1,0,0,0,1,1,2011,-0.21,0.05,"BronzeFrog","6/6/2021"
"593",107,1585,34,"6/7/2006","22:51",1,0,0,20,85,2,0,0,0,2,1,2006,-0.69,0.06,"BronzeFrog","6/7/2021"
"594",108,1588,32,"6/7/2006","23:21",1,0,0,20,85,2,0,0,0,2,1,2006,-0.39,0.06,"BronzeFrog","6/7/2021"
"595",109,1590,298,"6/7/2006","23:56",1,0,0,20,90,2,0,0,0,2,1,2006,-0.04,0.06,"BronzeFrog","6/7/2021"
"596",399,2122,38,"6/7/2006","20:21",0,0,0,26,50,2,0,0,0,0,1,2006,-2.19,0.06,"BronzeFrog","6/7/2021"
"597",470,2391,176,"6/7/2007","0:00",1,1,0,27,63,1,1,0,1,0,1,2007,0,0.06,"Both","6/7/2021"
"598",471,2393,32,"6/7/2007","0:43",1,1,0,27,63,1,0,0,0,0,1,2007,0.43,0.06,"BronzeFrog","6/7/2021"
"599",472,2395,4,"6/7/2007","0:58",1,1,0,27,63,1,0,0,0,0,0,2007,0.58,0.06,"Neither","6/7/2021"
"600",473,2397,34,"6/7/2007","0:52",1,0,0,23,85,2,0,0,0,0,1,2007,0.52,0.06,"BronzeFrog","6/7/2021"
"601",598,2842,38,"6/7/2007","20:26",2,1,0,26,82,2,0,0,0,0,1,2007,-2.14,0.06,"BronzeFrog","6/7/2021"
"602",697,3278,192,"6/7/2008","20:28",0,0,0,26,61,1,0,0,0,0,0,2008,-2.12,0.06,"Neither","6/7/2021"
"603",698,3281,473,"6/7/2008","21:04",0,0,0,25,75,1,1,0,1,0,0,2008,-1.76,0.06,"BogFrog","6/7/2021"
"604",699,3282,17,"6/7/2008","21:34",0,0,0,25,83,1,1,0,4,0,1,2008,-1.46,0.06,"Both","6/7/2021"
"605",700,3283,51,"6/7/2008","21:52",0,0,0,26,83,1,1,0,4,0,1,2008,-1.28,0.06,"Both","6/7/2021"
"606",701,3284,18,"6/7/2008","22:10",0,0,0,26,74,1,0,0,0,0,1,2008,-1.1,0.06,"BronzeFrog","6/7/2021"
"607",702,3286,489,"6/7/2008","22:31",0,0,0,25,76,1,0,0,0,0,0,2008,-0.89,0.06,"Neither","6/7/2021"
"608",703,3288,483,"6/7/2008","22:59",0,0,0,24,78,1,0,0,0,0,0,2008,-0.61,0.06,"Neither","6/7/2021"
"609",704,3289,23,"6/7/2008","23:20",0,0,0,25,64,1,1,0,5,0,1,2008,-0.4,0.06,"Both","6/7/2021"
"610",853,4001,266,"6/7/2009","0:24",0,0,0,23,73,4,1,2,5,0,0,2009,0.24,0.06,"BogFrog","6/7/2021"
"611",854,4002,495,"6/7/2009","0:37",1,0,0,22,64,4,1,3,5,2,1,2009,0.37,0.06,"Both","6/7/2021"
"612",1027,4003,24,"6/7/2009","0:52",1,0,0,20,76,4,1,2,5,2,1,2009,0.52,0.06,"Both","6/7/2021"
"613",1028,4004,186,"6/7/2009","1:02",1,0,0,21,79,4,1,2,5,2,1,2009,0.62,0.06,"Both","6/7/2021"
"614",1029,4015,38,"6/7/2009","22:13",1,0,0,20,79,4,0,0,0,1,1,2009,-1.07,0.06,"BronzeFrog","6/7/2021"
"615",1094,4463,500,"6/7/2010","0:01",1,1,0,27,54,1,0,0,0,1,1,2010,0.01,0.06,"BronzeFrog","6/7/2021"
"616",1095,4465,499,"6/7/2010","0:46",1,1,0,27,68,1,1,1,2,2,1,2010,0.46,0.06,"Both","6/7/2021"
"617",1096,4466,56,"6/7/2010","1:10",1,1,0,25,73,1,0,0,0,2,1,2010,0.7,0.06,"BronzeFrog","6/7/2021"
"618",1097,4467,21,"6/7/2010","1:17",1,1,0,24,79,1,0,0,0,0,0,2010,0.77,0.06,"Neither","6/7/2021"
"619",1098,4468,182,"6/7/2010","1:25",1,1,0,25,75,1,0,0,0,0,0,2010,0.85,0.06,"Neither","6/7/2021"
"620",1099,4469,183,"6/7/2010","1:31",1,1,0,25,73,1,1,2,5,2,1,2010,0.91,0.06,"Both","6/7/2021"
"621",1100,4470,184,"6/7/2010","1:38",1,1,0,25,75,1,1,1,3,1,1,2010,0.98,0.06,"Both","6/7/2021"
"622",1101,4471,22,"6/7/2010","1:46",1,1,0,25,78,1,1,2,5,0,0,2010,1.06,0.06,"BogFrog","6/7/2021"
"623",1102,4472,186,"6/7/2010","1:54",1,1,0,26,73,1,0,0,0,0,0,2010,1.14,0.06,"Neither","6/7/2021"
"624",1274,7177,192,"6/7/2016","0:51",0,0,0,26,93,0,0,0,0,3,1,2016,0.51,0.06,"BronzeFrog","6/7/2021"
"625",2147,6733,56,"6/7/2015","20:57",0,0,0,27,83,0,0,0,0,0,0,2015,-1.83,0.06,"Neither","6/7/2021"
"626",2148,6734,21,"6/7/2015","21:03",0,0,0,27,83,0,0,0,0,0,0,2015,-1.77,0.06,"Neither","6/7/2021"
"627",2149,6735,182,"6/7/2015","21:08",0,0,0,26,92,0,0,0,0,0,0,2015,-1.72,0.06,"Neither","6/7/2021"
"628",2150,6736,183,"6/7/2015","21:13",0,0,0,26,92,0,0,0,0,0,0,2015,-1.67,0.06,"Neither","6/7/2021"
"629",2151,6737,184,"6/7/2015","21:19",0,0,0,27,90,0,0,0,0,0,0,2015,-1.61,0.06,"Neither","6/7/2021"
"630",2152,6738,22,"6/7/2015","21:24",0,0,0,26,92,0,0,0,0,1,1,2015,-1.56,0.06,"BronzeFrog","6/7/2021"
"631",2153,6739,483,"6/7/2015","21:35",0,0,0,26,92,0,0,0,0,3,1,2015,-1.45,0.06,"BronzeFrog","6/7/2021"
"632",2154,6740,23,"6/7/2015","21:55",0,0,0,26,92,0,1,3,5,3,1,2015,-1.25,0.06,"Both","6/7/2021"
"633",2155,6741,186,"6/7/2015","22:28",0,0,0,24,97,0,0,0,0,2,1,2015,-0.92,0.06,"BronzeFrog","6/7/2021"
"634",2156,6742,185,"6/7/2015","22:33",0,0,0,24,97,0,1,3,4,3,1,2015,-0.87,0.06,"Both","6/7/2021"
"635",2157,6743,24,"6/7/2015","22:38",0,0,0,27,83,0,1,1,1,1,1,2015,-0.82,0.06,"Both","6/7/2021"
"636",2158,6745,495,"6/7/2015","23:02",0,0,0,25,89,0,1,3,5,3,1,2015,-0.58,0.06,"Both","6/7/2021"
"637",2159,6746,266,"6/7/2015","23:15",0,0,0,25,89,0,1,3,5,0,0,2015,-0.45,0.06,"BogFrog","6/7/2021"
"638",2160,6747,497,"6/7/2015","23:39",0,0,0,25,95,0,0,0,0,1,1,2015,-0.21,0.06,"BronzeFrog","6/7/2021"
"639",2309,7197,38,"6/7/2016","22:44",0,0,0,26,92,2,0,0,0,2,1,2016,-0.76,0.06,"BronzeFrog","6/7/2021"
"640",2762,4890,31,"6/7/2011","0:25",0,0,0,24,84,1,0,0,0,2,1,2011,0.25,0.06,"BronzeFrog","6/7/2021"
"641",2763,4892,250,"6/7/2011","0:50",0,0,0,26,82,1,0,0,0,3,1,2011,0.5,0.06,"BronzeFrog","6/7/2021"
"642",2764,4894,488,"6/7/2011","20:22",0,0,0,29,77,1,0,0,0,0,0,2011,-2.18,0.06,"Neither","6/7/2021"
"643",2765,4897,26,"6/7/2011","20:53",0,0,0,26,87,1,1,1,2,1,1,2011,-1.87,0.06,"Both","6/7/2021"
"644",2766,4898,12,"6/7/2011","21:09",0,0,0,30,83,1,0,0,0,2,1,2011,-1.71,0.06,"BronzeFrog","6/7/2021"
"645",2767,4899,400,"6/7/2011","21:21",0,0,0,30,77,1,0,0,0,1,1,2011,-1.59,0.06,"BronzeFrog","6/7/2021"
"646",2768,4900,226,"6/7/2011","21:33",0,0,0,28,78,1,0,0,0,0,0,2011,-1.47,0.06,"Neither","6/7/2021"
"647",2769,4901,125,"6/7/2011","21:47",0,0,0,30,87,1,1,3,5,3,1,2011,-1.33,0.06,"Both","6/7/2021"
"648",2770,4902,525,"6/7/2011","22:06",0,0,0,27,86,1,1,2,3,3,1,2011,-1.14,0.06,"Both","6/7/2021"
"649",2771,4903,14,"6/7/2011","22:33",0,0,0,26,84,1,0,0,0,3,1,2011,-0.87,0.06,"BronzeFrog","6/7/2021"
"650",2772,4904,86,"6/7/2011","22:39",0,2,0,27,83,1,1,3,3,3,1,2011,-0.81,0.06,"Both","6/7/2021"
"651",2773,4905,482,"6/7/2011","23:00",0,0,0,26,89,1,0,0,0,3,1,2011,-0.6,0.06,"BronzeFrog","6/7/2021"
"652",2774,4906,20,"6/7/2011","23:12",0,0,0,27,78,1,0,0,0,3,1,2011,-0.48,0.06,"BronzeFrog","6/7/2021"
"653",2775,4907,211,"6/7/2011","23:28",0,0,0,24,89,1,0,0,0,0,0,2011,-0.32,0.06,"Neither","6/7/2021"
"654",2776,4908,212,"6/7/2011","23:38",0,0,0,24,88,1,1,1,1,0,0,2011,-0.22,0.06,"BogFrog","6/7/2021"
"655",110,1591,176,"6/8/2006","0:10",1,0,0,19,90,2,0,0,0,1,1,2006,0.1,0.07,"BronzeFrog","6/8/2021"
"656",111,1592,177,"6/8/2006","0:23",1,0,0,19,90,2,0,0,0,2,1,2006,0.23,0.07,"BronzeFrog","6/8/2021"
"657",112,1597,5,"6/8/2006","21:12",1,1,0,27,75,2,0,0,0,1,1,2006,-1.68,0.07,"BronzeFrog","6/8/2021"
"658",113,1600,4,"6/8/2006","22:09",1,0,0,24,90,2,0,0,0,2,1,2006,-1.11,0.07,"BronzeFrog","6/8/2021"
"659",114,1601,3,"6/8/2006","22:34",1,0,0,24,90,2,1,0,1,3,1,2006,-0.86,0.07,"Both","6/8/2021"
"660",115,1602,2,"6/8/2006","22:54",1,0,0,24,90,2,1,0,1,1,1,2006,-0.66,0.07,"Both","6/8/2021"
"661",376,2082,160,"6/8/2006","21:37",0,0,0,26,70,4,1,0,2,0,0,2006,-1.43,0.07,"BogFrog","6/8/2021"
"662",395,2118,29,"6/8/2006","23:10",0,0,0,25,80,4,1,0,3,0,1,2006,-0.5,0.07,"Both","6/8/2021"
"663",705,3292,266,"6/8/2008","0:26",0,0,0,22,78,0,1,0,5,0,1,2008,0.26,0.07,"Both","6/8/2021"
"664",706,3293,495,"6/8/2008","1:10",0,0,0,22,72,0,1,0,5,0,1,2008,0.7,0.07,"Both","6/8/2021"
"665",707,3294,24,"6/8/2008","1:20",0,0,0,22,78,0,1,0,5,0,1,2008,0.8,0.07,"Both","6/8/2021"
"666",708,3295,185,"6/8/2008","1:30",0,0,0,23,78,0,1,0,5,0,1,2008,0.9,0.07,"Both","6/8/2021"
"667",1489,6253,86,"6/8/2014","0:10",0,0,0,22,88,0,1,3,3,3,1,2014,0.1,0.07,"Both","6/8/2021"
"668",1490,6254,482,"6/8/2014","0:20",0,0,0,22,96,0,1,3,4,3,1,2014,0.2,0.07,"Both","6/8/2021"
"669",1494,6261,56,"6/8/2014","20:36",0,0,0,25,92,2,0,0,0,2,1,2014,-2.04,0.07,"BronzeFrog","6/8/2021"
"670",1495,6262,21,"6/8/2014","20:46",0,0,0,24,93,2,0,0,0,3,1,2014,-1.94,0.07,"BronzeFrog","6/8/2021"
"671",1496,6263,182,"6/8/2014","21:01",0,0,0,24,93,0,0,0,0,2,1,2014,-1.79,0.07,"BronzeFrog","6/8/2021"
"672",1497,6264,183,"6/8/2014","21:09",0,0,0,25,89,2,0,0,0,1,1,2014,-1.71,0.07,"BronzeFrog","6/8/2021"
"673",1498,6265,184,"6/8/2014","21:17",0,0,0,25,89,2,0,0,0,1,1,2014,-1.63,0.07,"BronzeFrog","6/8/2021"
"674",1499,6266,22,"6/8/2014","21:28",0,0,0,25,89,2,1,1,1,1,1,2014,-1.52,0.07,"Both","6/8/2021"
"675",1500,6267,186,"6/8/2014","21:40",0,0,0,25,89,2,0,0,0,0,0,2014,-1.4,0.07,"Neither","6/8/2021"
"676",1501,6268,185,"6/8/2014","21:48",0,0,0,25,93,2,1,1,1,2,1,2014,-1.32,0.07,"Both","6/8/2021"
"677",1502,6269,24,"6/8/2014","21:56",0,0,0,25,93,0,1,3,3,3,1,2014,-1.24,0.07,"Both","6/8/2021"
"678",1503,6271,495,"6/8/2014","22:35",0,0,0,25,93,0,1,3,5,3,1,2014,-0.85,0.07,"Both","6/8/2021"
"679",1504,6272,266,"6/8/2014","22:47",0,0,0,25,80,2,1,3,5,3,1,2014,-0.73,0.07,"Both","6/8/2021"
"680",1505,6273,483,"6/8/2014","23:07",0,0,0,26,87,2,0,0,0,2,1,2014,-0.53,0.07,"BronzeFrog","6/8/2021"
"681",1506,6274,23,"6/8/2014","23:35",0,0,0,25,90,2,1,2,3,2,1,2014,-0.25,0.07,"Both","6/8/2021"
"682",1508,6278,17,"6/8/2014","20:51",0,0,0,26,92,2,0,0,0,0,0,2014,-1.89,0.07,"Neither","6/8/2021"
"683",2161,6749,473,"6/8/2015","0:10",0,0,0,25,96,0,0,0,0,2,1,2015,0.1,0.07,"BronzeFrog","6/8/2021"
"684",2162,6750,38,"6/8/2015","21:05",0,0,0,27,89,0,0,0,0,1,1,2015,-1.75,0.07,"BronzeFrog","6/8/2021"
"685",2777,4909,27,"6/8/2011","0:07",0,0,0,24,92,1,1,1,1,3,1,2011,0.07,0.07,"Both","6/8/2021"
"686",2778,4910,168,"6/8/2011","0:21",0,0,0,25,78,1,0,0,0,1,1,2011,0.21,0.07,"BronzeFrog","6/8/2021"
"687",2779,4911,169,"6/8/2011","0:41",0,0,0,23,90,1,1,1,1,3,1,2011,0.41,0.07,"Both","6/8/2021"
"688",2780,4913,13,"6/8/2011","1:11",0,0,0,23,88,1,0,0,0,2,1,2011,0.71,0.07,"BronzeFrog","6/8/2021"
"689",2781,4914,150,"6/8/2011","1:17",0,0,0,23,92,1,0,0,0,3,1,2011,0.77,0.07,"BronzeFrog","6/8/2021"
"690",2782,4915,163,"6/8/2011","1:25",0,0,0,24,83,1,1,1,1,3,1,2011,0.85,0.07,"Both","6/8/2021"
"691",2783,4916,92,"6/8/2011","1:33",0,0,0,25,79,1,0,0,0,0,0,2011,0.93,0.07,"Neither","6/8/2021"
"692",2784,4917,89,"6/8/2011","1:40",0,0,0,24,84,1,0,0,0,0,0,2011,1,0.07,"Neither","6/8/2021"
"693",2785,4918,214,"6/8/2011","1:47",0,0,0,25,84,1,0,0,0,0,0,2011,1.07,0.07,"Neither","6/8/2021"
"694",2786,4920,90,"6/8/2011","2:08",0,0,0,22,82,1,0,0,0,0,0,2011,1.28,0.07,"Neither","6/8/2021"
"695",2874,5846,186,"6/8/2013","20:10",0,0,0,27,70,0,0,0,0,0,0,2013,-2.3,0.07,"Neither","6/8/2021"
